UserID,Age,Gender,SweetLike,MentholLike,PodsPerWeek,SubscribeIntent,FlavourFamilies,PurchaseChannel,SignupChannel,DeviceUsed,AvgSessionTimeMin,ReferralCount,ReorderRate,FeedbackSubmitted,SubscriptionTenure,FlavourExplorationRate,LastTopRatedFlavour,PrimaryFlavourNote,NicotineToleranceLevel,AvgPodsPerOrder,SleepHours,StressLevelScale,LastMood,IsWeekend,FlavorBuzzScore,LastMentionSpike,IsLimitedEdition,SocialMentions_30D,FlavourFamilyTrend,NicotineGoal,CountryRegCode,OverLimitWarning
292,39,Male,4,5,14,0,Tobacco,Retail,Instagram,iOS,12.4,1,0.53,False,4,0.73,Tobacco Twist,Spicy,50.0,4,6.7,5.7,Energetic,False,0.3,False,False,44,Stable,Maintain,SG,False
293,40,Male,3,3,5,0,"Dessert,Beverage",Retail,Referral,iOS,22.7,1,0.68,False,7,0.52,Lychee Ice,Spicy,20.0,4,4.4,8.7,LowEnergy,False,0.09,False,True,54,Stable,Maintain,PH,False
294,19,Male,5,3,2,1,"Dessert,Fruity",Online,TikTok,iOS,29.7,1,0.88,False,14,0.56,Blueberry Muffin,Spicy,11.8,1,4.4,4.2,Anxious,False,0.59,False,False,55,Rising,Maintain,IN,False
295,44,Male,1,5,4,1,"Spice,Dessert,Menthol",Retail,Instagram,Android,34.9,1,0.49,False,5,0.22,Choco Hazelnut,Fruity,18.2,2,6.4,9.2,Happy,True,0.1,False,False,62,Stable,Maintain,US,False
296,19,Male,3,5,7,0,"Menthol,Tobacco,Spice",Lounge,TikTok,Android,24.2,0,0.85,False,24,0.41,Lychee Ice,Fruity,29.4,4,5.9,6.5,Happy,False,0.19,False,True,58,Stable,Reduce,PH,False
297,43,Male,4,1,5,1,"Beverage,Menthol,Fruity",Online,Website,Android,21.8,0,0.66,True,11,0.27,Tobacco Twist,Fruity,22.8,3,5.5,4.5,Happy,False,0.19,True,False,57,Rising,Maintain,US,False
298,34,Male,2,3,12,0,"Beverage,Fruity",Online,Instagram,Android,26.5,4,0.47,False,17,0.84,Blueberry Muffin,Fruity,50.0,6,8.7,7.7,Anxious,False,0.12,False,True,64,Rising,Quit,IN,True
299,50,Female,1,4,6,1,"Fruity,Dessert",Lounge,Website,iOS,16.6,0,0.93,False,5,0.92,Citrus Pop,Fruity,24.1,3,6.1,7.1,Anxious,False,0.16,True,False,42,Rising,Quit,AE,False
300,26,Male,2,3,2,0,Tobacco,Retail,Instagram,Desktop,45.9,1,0.66,False,20,0.58,Choco Hazelnut,Fruity,10.0,5,7.5,8.6,LowEnergy,False,0.13,False,False,43,Declining,Quit,PH,False
301,46,Other,3,3,3,0,"Beverage,Tobacco,Menthol",Online,Instagram,Android,8.9,1,0.7,False,3,0.75,Vanilla Swirl,Fruity,14.3,5,6.8,4.2,LowEnergy,False,0.05,False,False,50,Stable,Reduce,PH,False
302,43,Male,5,5,7,1,Fruity,Retail,TikTok,Android,26.8,1,0.56,False,5,0.21,Citrus Pop,Spicy,35.0,2,6.1,4.9,LowEnergy,False,0.42,False,True,47,Stable,Reduce,IN,False
303,52,Female,5,3,11,0,Beverage,Online,TikTok,iOS,45.2,0,0.48,True,15,0.65,Peach Punch,Sweet,50.0,4,5.1,7.7,LowEnergy,False,0.09,False,False,55,Stable,Maintain,PH,False
304,42,Female,4,3,2,1,Spice,Retail,Website,iOS,25.1,1,0.63,True,19,0.73,Lychee Ice,Fruity,11.3,3,7.4,10.0,Happy,True,0.31,False,False,60,Declining,Reduce,PH,False
305,41,Female,5,4,12,0,"Dessert,Fruity",Online,Website,iOS,23.1,1,0.84,True,16,0.51,Mint Chill,Spicy,49.4,3,4.0,7.4,LowEnergy,False,0.21,False,True,52,Stable,Maintain,IN,True
306,30,Female,1,5,6,0,"Beverage,Spice",Online,Referral,iOS,21.4,1,0.55,False,8,0.32,Citrus Pop,Sweet,19.4,6,7.5,7.6,Anxious,False,0.28,False,False,41,Rising,Maintain,SG,False
307,24,Male,5,3,5,1,"Fruity,Menthol",Retail,TikTok,Android,23.2,0,0.6,False,13,0.89,Lychee Ice,Fruity,29.4,2,6.7,5.4,Anxious,False,0.15,False,False,50,Stable,Maintain,IN,False
308,53,Male,4,2,10,0,"Fruity,Spice,Menthol",Online,TikTok,Android,38.7,2,0.82,False,16,0.77,Mint Chill,Sweet,43.1,4,7.2,6.2,Anxious,True,0.2,False,False,57,Stable,Maintain,PH,False
309,37,Male,3,1,1,0,"Spice,Fruity,Tobacco",Online,Website,Android,5.0,2,0.55,False,3,0.91,Citrus Pop,Sweet,10.0,2,6.5,5.6,Energetic,True,0.05,False,False,54,Stable,Maintain,IN,False
310,18,Female,3,4,12,0,Menthol,Retail,Instagram,Android,40.3,2,0.68,True,1,0.84,Pineapple Freeze,Menthol,50.0,1,5.0,7.3,Energetic,False,0.19,True,True,49,Rising,Quit,PH,False
311,25,Male,5,3,11,1,Fruity,Retail,TikTok,Desktop,10.8,0,0.73,False,9,0.99,Strawberry Cream,Nutty,50.0,3,7.0,7.9,Energetic,False,0.22,False,True,52,Declining,Maintain,US,False
312,33,Male,2,2,10,1,"Dessert,Spice,Tobacco",Online,Instagram,Android,22.3,0,0.57,False,9,0.27,Citrus Pop,Menthol,36.2,2,7.5,6.8,LowEnergy,False,0.44,True,False,63,Declining,Quit,US,False
313,31,Female,3,3,11,1,"Dessert,Menthol,Spice",Retail,Instagram,Desktop,20.7,1,0.65,False,22,0.18,Berry Blast,Sweet,50.0,2,5.9,7.7,Happy,False,0.05,False,True,45,Declining,Maintain,AE,True
314,29,Female,5,3,4,0,"Dessert,Tobacco",Online,Referral,iOS,30.9,1,0.7,False,17,0.4,Tobacco Twist,Spicy,21.6,6,7.3,6.5,Happy,False,0.47,False,True,60,Rising,Reduce,IN,False
315,40,Female,4,5,11,0,"Dessert,Spice",Online,Referral,iOS,9.0,0,0.54,False,24,0.22,Custard Kunafa,Fruity,50.0,1,6.9,8.5,LowEnergy,True,0.49,False,False,43,Rising,Reduce,IN,True
316,32,Female,5,5,2,0,Menthol,Online,Website,iOS,29.6,1,0.72,False,2,0.57,Lychee Ice,Nutty,10.0,5,7.0,5.2,LowEnergy,False,0.2,False,False,60,Stable,Reduce,US,False
317,45,Other,3,5,4,1,"Beverage,Spice,Fruity",Online,TikTok,Android,45.2,1,0.52,False,9,0.67,Spicy Guava,Fruity,13.4,3,5.5,8.6,Energetic,False,0.13,False,False,51,Declining,Maintain,US,False
318,51,Male,4,2,1,0,"Tobacco,Dessert",Retail,Instagram,Desktop,11.4,2,0.5,True,24,0.62,Strawberry Cream,Spicy,10.0,6,8.0,5.4,Anxious,False,0.19,False,False,61,Stable,Reduce,US,False
319,19,Male,5,3,2,1,"Fruity,Menthol",Online,Instagram,iOS,26.9,1,0.37,True,19,0.33,Berry Blast,Nutty,10.0,2,6.9,6.5,Anxious,False,0.34,False,False,57,Declining,Maintain,AE,False
320,49,Male,1,1,13,0,Tobacco,Retail,Instagram,Desktop,18.4,1,0.52,False,13,0.92,Custard Kunafa,Menthol,50.0,3,7.5,4.7,Energetic,False,0.03,False,False,56,Declining,Reduce,AE,True
321,40,Male,4,4,8,1,"Dessert,Tobacco,Spice",Online,TikTok,iOS,29.3,1,0.48,False,5,0.12,Berry Blast,Sweet,46.9,5,6.0,7.3,Energetic,False,0.12,False,False,43,Stable,Reduce,SG,False
322,39,Female,1,5,6,1,"Spice,Tobacco",Lounge,Website,Desktop,25.2,1,0.54,False,9,0.41,Rose Milk,Spicy,32.1,2,7.7,6.7,Happy,False,0.33,False,False,49,Rising,Maintain,IN,False
323,42,Male,2,5,2,1,Beverage,Retail,Website,iOS,18.6,0,0.69,False,13,0.75,Choco Hazelnut,Sweet,10.0,1,6.0,7.6,Energetic,False,0.44,False,False,45,Rising,Maintain,AE,False
324,39,Female,4,3,12,0,"Dessert,Spice",Retail,Instagram,iOS,29.9,3,0.34,False,1,0.79,Pineapple Freeze,Sweet,50.0,3,5.4,3.9,Anxious,False,0.12,False,False,54,Rising,Maintain,PH,False
325,39,Male,1,3,6,0,"Tobacco,Beverage",Online,Referral,Android,43.0,1,0.3,True,15,0.47,Mint Chill,Fruity,21.0,6,8.6,6.7,Anxious,True,0.32,False,True,52,Rising,Quit,IN,False
326,23,Female,3,2,10,0,"Tobacco,Spice",Online,Website,iOS,23.1,3,0.49,False,4,0.12,Spicy Guava,Spicy,50.0,1,4.0,7.1,LowEnergy,False,0.35,True,True,43,Rising,Reduce,SG,False
327,32,Female,3,2,9,0,"Menthol,Tobacco",Online,TikTok,iOS,32.2,0,0.67,False,4,0.66,Strawberry Cream,Sweet,37.1,5,9.0,5.0,Happy,True,0.52,False,True,61,Stable,Maintain,US,False
328,54,Male,2,5,7,0,"Beverage,Tobacco",Lounge,Website,iOS,12.1,0,0.64,True,20,0.16,Berry Blast,Menthol,23.2,5,7.3,7.3,LowEnergy,True,0.3,False,False,46,Rising,Maintain,SG,False
329,50,Male,4,3,9,1,"Dessert,Beverage,Tobacco",Online,TikTok,Desktop,15.4,0,0.49,False,10,0.2,Berry Blast,Nutty,40.3,3,6.1,3.1,Happy,True,0.07,False,False,60,Stable,Maintain,IN,True
330,25,Male,4,1,5,0,Spice,Retail,Instagram,Android,29.7,0,0.78,False,6,0.69,Peach Punch,Spicy,28.1,5,6.9,6.3,LowEnergy,False,0.19,False,True,59,Declining,Maintain,US,False
331,22,Male,4,4,7,1,Spice,Retail,TikTok,iOS,39.8,1,0.5,False,24,0.38,Vanilla Swirl,Fruity,39.6,4,7.3,8.6,Happy,False,0.35,False,False,55,Rising,Reduce,SG,False
332,21,Male,2,3,11,1,Fruity,Online,Website,Android,28.6,1,0.67,False,12,0.41,Citrus Pop,Spicy,33.4,6,6.1,6.3,Energetic,False,0.19,False,False,51,Rising,Reduce,SG,False
333,23,Male,4,3,14,0,"Spice,Dessert",Retail,Instagram,Android,21.9,0,0.55,False,20,0.54,Rose Milk,Fruity,50.0,3,8.9,5.4,Anxious,True,0.23,False,False,51,Rising,Reduce,IN,True
334,49,Male,3,2,7,1,"Spice,Tobacco",Retail,Instagram,iOS,25.0,0,0.47,False,16,0.98,Spicy Guava,Nutty,26.7,4,8.3,6.4,Energetic,True,0.26,True,False,62,Rising,Quit,AE,False
335,47,Female,1,4,12,0,"Menthol,Fruity,Beverage",Retail,Instagram,Android,12.5,0,0.51,False,3,0.97,Peach Punch,Menthol,37.4,5,9.0,6.6,Happy,False,0.09,False,False,51,Stable,Reduce,PH,False
336,52,Female,3,5,12,0,"Menthol,Dessert",Online,Instagram,iOS,31.0,1,0.71,False,14,0.47,Spicy Guava,Sweet,50.0,3,5.0,7.8,Happy,True,0.33,False,False,41,Stable,Reduce,SG,False
337,33,Female,3,3,3,1,"Beverage,Spice",Online,Referral,iOS,33.8,0,0.65,True,1,0.34,Choco Hazelnut,Spicy,16.8,4,6.8,6.7,LowEnergy,False,0.13,False,False,38,Stable,Reduce,PH,False
338,30,Male,1,5,7,1,"Menthol,Dessert,Spice",Online,Website,Android,20.5,1,0.75,False,10,0.37,Spicy Guava,Fruity,33.5,5,4.8,7.6,Happy,False,0.22,False,False,61,Rising,Reduce,IN,False
339,47,Female,3,3,1,0,Beverage,Retail,TikTok,iOS,20.3,0,0.65,True,15,0.34,Mango Tango,Nutty,10.0,2,5.2,6.6,Energetic,False,0.2,False,False,54,Stable,Quit,IN,False
340,36,Male,2,5,9,0,"Tobacco,Fruity,Beverage",Retail,Instagram,Android,27.7,2,0.36,True,7,0.58,Spicy Guava,Sweet,49.0,2,6.1,5.4,Happy,False,0.27,False,False,51,Stable,Reduce,AE,True
341,34,Male,1,4,10,1,"Dessert,Fruity",Online,TikTok,Android,20.6,1,0.92,False,4,0.65,Berry Blast,Nutty,50.0,1,6.1,4.4,Happy,True,0.04,False,False,49,Rising,Maintain,US,False
342,36,Female,3,2,13,0,"Menthol,Tobacco",Lounge,TikTok,iOS,24.3,0,0.66,True,14,0.54,Mango Tango,Menthol,50.0,2,6.9,7.1,LowEnergy,False,0.79,False,False,53,Rising,Quit,PH,False
343,45,Male,5,4,6,1,"Fruity,Tobacco",Online,Instagram,Android,46.0,2,0.68,False,24,0.47,Lychee Ice,Sweet,27.9,4,6.4,2.8,Happy,False,0.18,False,False,55,Declining,Reduce,SG,False
344,43,Female,3,1,5,1,"Spice,Menthol",Retail,TikTok,iOS,22.5,4,0.54,True,16,0.29,Custard Kunafa,Sweet,29.5,6,7.5,3.9,LowEnergy,False,0.21,False,False,55,Rising,Maintain,US,False
345,54,Female,2,2,7,1,Beverage,Lounge,TikTok,Desktop,21.4,0,0.77,False,14,0.53,Strawberry Cream,Sweet,41.9,2,6.9,4.4,Anxious,True,0.25,False,False,51,Declining,Reduce,PH,False
346,43,Male,4,4,5,0,"Tobacco,Beverage",Retail,Website,Android,18.5,1,0.44,True,3,0.41,Strawberry Cream,Fruity,16.7,3,8.5,7.6,LowEnergy,False,0.31,False,True,58,Rising,Maintain,PH,False
347,40,Male,3,1,10,0,"Spice,Tobacco",Retail,Website,Desktop,32.4,0,0.69,True,17,0.59,Citrus Pop,Sweet,50.0,3,7.5,4.3,Happy,False,0.46,False,False,42,Rising,Quit,US,False
348,26,Male,4,3,5,0,"Fruity,Tobacco,Spice",Online,Instagram,Android,23.2,1,0.29,True,21,0.71,Mango Tango,Nutty,22.5,3,5.1,7.2,Anxious,True,0.28,False,False,49,Stable,Quit,US,False
349,29,Female,5,3,11,0,"Spice,Menthol",Online,TikTok,iOS,18.5,0,0.7,False,14,0.67,Custard Kunafa,Fruity,45.8,2,6.3,5.0,Happy,False,0.35,False,False,50,Declining,Maintain,AE,True
350,18,Male,3,5,10,0,"Spice,Beverage,Menthol",Retail,Website,Android,38.2,0,0.44,False,18,0.52,Rose Milk,Sweet,48.4,2,6.4,6.3,LowEnergy,True,0.24,False,False,54,Declining,Quit,SG,False
351,18,Male,1,2,11,0,"Menthol,Tobacco",Online,TikTok,Desktop,39.2,2,0.64,True,3,0.6,Tobacco Twist,Nutty,34.8,1,7.0,6.4,Energetic,False,0.19,False,False,47,Rising,Reduce,SG,False
352,51,Male,4,3,7,1,"Fruity,Beverage",Online,Referral,Android,19.0,0,0.8,False,22,0.36,Lychee Ice,Nutty,31.6,6,7.8,6.3,Anxious,False,0.09,False,False,38,Declining,Reduce,SG,False
353,49,Female,5,2,10,1,"Tobacco,Dessert",Retail,Website,Desktop,6.3,2,0.72,False,19,0.12,Mint Chill,Spicy,50.0,6,6.8,5.5,Energetic,False,0.14,False,True,52,Stable,Maintain,US,False
354,42,Male,1,3,7,0,"Tobacco,Dessert",Online,Instagram,Desktop,35.1,1,0.78,False,3,0.66,Berry Blast,Nutty,25.5,5,7.2,4.2,Energetic,False,0.34,False,False,46,Rising,Maintain,AE,False
355,18,Male,1,5,13,0,"Spice,Dessert,Menthol",Lounge,Instagram,iOS,18.2,3,0.77,False,12,0.33,Peach Punch,Menthol,50.0,1,5.1,6.5,Anxious,False,0.29,False,False,52,Rising,Maintain,IN,True
356,33,Female,1,4,11,0,"Beverage,Dessert",Retail,Website,iOS,32.9,4,0.52,False,22,0.7,Mango Tango,Sweet,50.0,4,5.9,7.3,Energetic,False,0.43,False,False,53,Stable,Maintain,AE,True
357,22,Female,1,5,3,0,"Tobacco,Beverage",Retail,Instagram,Android,5.3,0,0.69,True,5,0.77,Tobacco Twist,Sweet,12.9,3,4.2,7.5,Energetic,False,0.44,False,False,45,Stable,Reduce,US,False
358,39,Male,3,1,3,1,Beverage,Retail,TikTok,Android,33.9,2,0.34,False,10,0.92,Citrus Pop,Sweet,12.2,2,7.0,6.6,Energetic,True,0.61,False,False,43,Rising,Quit,AE,False
359,46,Male,3,3,10,1,"Beverage,Menthol",Retail,Referral,Desktop,12.9,0,0.5,False,9,0.96,Vanilla Swirl,Nutty,43.2,5,7.5,6.9,Energetic,False,0.16,False,True,40,Declining,Quit,US,False
360,20,Male,3,1,12,1,Menthol,Retail,TikTok,Desktop,32.3,1,0.81,False,1,0.11,Pineapple Freeze,Nutty,50.0,5,4.9,5.3,Anxious,False,0.4,False,False,50,Stable,Maintain,PH,False
361,29,Female,5,1,13,1,"Dessert,Beverage",Retail,TikTok,iOS,25.1,1,0.54,True,13,0.99,Lychee Ice,Sweet,50.0,2,6.7,7.2,Happy,False,0.29,True,False,47,Declining,Maintain,PH,False
362,43,Male,5,2,3,1,Menthol,Online,Website,iOS,15.5,1,0.32,True,3,0.71,Peach Punch,Fruity,16.2,1,6.4,7.1,Energetic,False,0.09,False,False,42,Stable,Quit,IN,False
363,33,Male,5,3,6,1,Spice,Retail,TikTok,Android,20.9,1,0.9,False,19,0.68,Rose Milk,Fruity,26.1,5,8.5,6.1,Anxious,False,0.4,False,False,46,Stable,Maintain,PH,False
364,54,Female,2,1,12,0,Dessert,Retail,TikTok,iOS,31.9,0,0.68,False,11,0.11,Mint Chill,Menthol,50.0,6,5.4,6.6,Anxious,False,0.26,False,False,46,Rising,Quit,IN,True
365,39,Female,5,4,6,1,Tobacco,Online,Referral,Desktop,26.1,2,0.71,False,16,0.88,Peach Punch,Spicy,27.6,1,7.6,6.5,Anxious,False,0.47,True,False,60,Stable,Reduce,SG,False
366,46,Male,3,1,13,1,Spice,Online,TikTok,Android,30.8,3,0.45,False,6,0.23,Citrus Pop,Menthol,50.0,2,7.9,7.2,Anxious,False,0.29,False,False,46,Declining,Reduce,US,False
367,31,Female,3,4,13,0,"Fruity,Tobacco,Dessert",Retail,Referral,Android,44.8,1,0.64,True,24,0.85,Pineapple Freeze,Sweet,50.0,1,6.3,4.2,LowEnergy,False,0.62,False,True,63,Stable,Maintain,SG,False
368,45,Male,2,2,3,0,"Beverage,Spice",Online,Referral,iOS,9.4,0,0.64,False,3,0.11,Peach Punch,Sweet,15.5,6,6.9,4.2,Happy,False,0.24,False,False,53,Rising,Maintain,SG,False
369,22,Male,2,1,3,0,"Beverage,Dessert",Lounge,Instagram,Android,41.2,0,0.48,False,19,0.68,Blueberry Muffin,Sweet,14.0,3,7.8,4.2,Happy,True,0.34,True,True,40,Rising,Maintain,IN,False
370,47,Male,5,5,8,1,"Beverage,Menthol",Lounge,Instagram,Android,26.0,1,0.57,False,6,0.49,Rose Milk,Spicy,25.4,2,5.2,5.8,Energetic,True,0.33,False,False,46,Declining,Maintain,US,False
371,22,Other,4,2,8,0,Dessert,Online,Instagram,Android,16.0,0,0.37,True,8,0.28,Blueberry Muffin,Nutty,28.1,6,6.0,7.2,Anxious,False,0.09,True,False,47,Rising,Reduce,IN,False
372,29,Male,2,4,7,0,"Beverage,Fruity,Spice",Retail,Instagram,iOS,11.7,0,0.55,False,22,0.2,Vanilla Swirl,Spicy,27.0,2,6.7,3.1,LowEnergy,True,0.26,False,False,47,Declining,Maintain,AE,False
373,33,Male,1,2,10,0,Dessert,Online,Instagram,Android,23.1,2,0.75,False,13,0.5,Custard Kunafa,Menthol,38.5,6,9.0,6.6,Anxious,False,0.43,False,False,50,Stable,Reduce,SG,False
374,43,Male,3,1,4,1,Dessert,Retail,Website,Desktop,34.2,3,0.49,True,12,0.21,Vanilla Swirl,Nutty,20.1,6,6.0,8.3,Energetic,False,0.53,False,False,51,Stable,Quit,US,False
375,43,Female,1,3,4,0,"Spice,Beverage",Online,Instagram,iOS,23.7,3,0.89,False,10,0.54,Mango Tango,Nutty,12.2,5,6.2,6.9,Happy,True,0.06,False,False,45,Stable,Maintain,SG,False
376,38,Male,3,3,3,1,Menthol,Retail,TikTok,iOS,40.1,1,0.38,False,3,0.66,Peach Punch,Menthol,15.8,5,8.4,3.5,Energetic,False,0.15,False,False,55,Rising,Reduce,AE,False
377,53,Male,3,4,5,1,"Beverage,Menthol",Online,Referral,iOS,10.5,1,0.56,True,4,0.84,Strawberry Cream,Nutty,19.0,5,7.3,7.3,Energetic,False,0.3,False,True,53,Stable,Quit,AE,False
378,50,Male,2,4,3,1,Spice,Online,Instagram,Android,24.9,0,0.5,False,1,0.71,Lychee Ice,Fruity,11.8,3,9.0,6.9,Energetic,False,0.1,False,False,60,Rising,Maintain,US,False
379,47,Male,2,3,13,1,"Beverage,Menthol",Online,Referral,Android,12.5,2,0.57,False,13,0.16,Mint Chill,Menthol,50.0,3,7.8,6.0,Energetic,True,0.08,False,False,35,Stable,Maintain,US,False
380,54,Female,1,4,8,0,"Dessert,Spice",Online,Instagram,Android,28.6,1,0.81,False,24,0.38,Spicy Guava,Menthol,29.2,6,6.3,6.8,Energetic,False,0.59,False,False,52,Rising,Reduce,AE,False
381,40,Female,3,2,7,0,Fruity,Retail,Instagram,iOS,33.9,4,0.45,False,4,0.36,Choco Hazelnut,Fruity,39.6,4,6.2,4.4,Energetic,False,0.09,False,False,45,Rising,Reduce,SG,False
382,27,Male,1,5,13,1,"Dessert,Beverage",Online,Website,iOS,20.8,1,0.53,False,22,0.92,Berry Blast,Spicy,42.3,2,5.5,6.6,Energetic,True,0.28,False,False,46,Declining,Reduce,PH,False
383,22,Male,4,5,3,0,Dessert,Online,Website,Android,5.0,2,0.7,True,11,0.88,Berry Blast,Spicy,13.0,5,4.9,7.2,Happy,False,0.06,False,True,49,Stable,Maintain,SG,False
384,53,Female,1,2,9,0,"Dessert,Beverage",Retail,Referral,Android,27.0,0,0.61,False,19,0.43,Strawberry Cream,Spicy,49.9,2,6.9,5.5,Happy,False,0.32,False,False,42,Rising,Maintain,PH,False
385,51,Male,5,5,12,1,Spice,Retail,Website,Desktop,29.4,1,0.63,False,11,0.16,Peach Punch,Nutty,50.0,6,7.3,5.8,Anxious,True,0.17,False,False,43,Stable,Maintain,IN,True
386,48,Male,1,1,14,0,"Beverage,Spice",Retail,Referral,iOS,29.0,0,0.46,False,12,0.9,Custard Kunafa,Fruity,50.0,1,7.4,5.6,Anxious,False,0.5,False,False,45,Stable,Maintain,US,False
387,27,Other,5,2,13,1,"Menthol,Tobacco",Lounge,Instagram,Android,37.4,1,0.59,False,11,0.9,Citrus Pop,Menthol,50.0,6,6.4,5.8,LowEnergy,False,0.24,False,False,57,Stable,Reduce,AE,True
388,36,Female,5,4,5,0,Spice,Online,Instagram,Android,14.3,1,0.77,True,6,0.87,Mint Chill,Menthol,25.6,3,8.8,5.3,LowEnergy,True,0.24,True,True,52,Declining,Reduce,IN,False
389,49,Male,5,2,9,1,"Beverage,Menthol,Dessert",Online,Website,Android,31.8,0,0.36,False,12,0.86,Peach Punch,Menthol,50.0,4,4.9,5.3,Happy,True,0.19,False,False,33,Stable,Reduce,SG,False
390,18,Male,4,3,7,1,"Fruity,Tobacco,Spice",Retail,Referral,Android,36.9,2,0.5,False,9,0.53,Spicy Guava,Nutty,39.8,1,4.7,7.3,Happy,True,0.26,False,False,50,Rising,Maintain,PH,False
391,22,Male,1,4,7,1,"Tobacco,Menthol",Retail,Referral,Android,7.2,2,0.33,True,10,0.26,Peach Punch,Nutty,28.2,2,5.5,3.9,LowEnergy,True,0.35,False,False,51,Stable,Maintain,US,False
392,21,Male,1,3,6,0,"Tobacco,Spice",Lounge,TikTok,Desktop,28.2,2,0.68,False,3,0.53,Custard Kunafa,Spicy,36.0,3,6.5,6.8,Happy,False,0.69,False,False,44,Rising,Reduce,PH,False
393,33,Male,4,4,2,1,Fruity,Online,TikTok,iOS,20.0,1,0.78,False,3,0.55,Choco Hazelnut,Nutty,10.0,5,5.2,7.3,LowEnergy,True,0.29,False,False,39,Rising,Reduce,SG,False
394,41,Male,3,5,9,1,"Beverage,Fruity",Online,Website,iOS,24.2,3,0.57,False,20,0.54,Mango Tango,Spicy,27.7,1,8.1,4.5,Anxious,False,0.23,False,False,58,Declining,Quit,SG,False
395,33,Male,2,2,6,0,Fruity,Online,TikTok,Android,28.5,2,0.45,True,23,0.58,Mango Tango,Spicy,32.8,3,5.6,6.4,Happy,False,0.29,False,False,67,Stable,Maintain,AE,False
396,19,Female,1,1,8,0,Spice,Retail,Referral,Android,20.1,1,0.45,False,16,0.33,Lychee Ice,Menthol,28.8,2,5.4,5.1,Happy,False,0.42,False,False,41,Declining,Reduce,IN,False
397,45,Female,2,4,1,1,"Spice,Tobacco,Fruity",Retail,Referral,iOS,18.2,0,0.56,True,3,0.43,Spicy Guava,Nutty,10.0,6,7.8,8.2,LowEnergy,True,0.33,False,True,45,Rising,Reduce,US,False
398,49,Male,4,4,5,1,"Tobacco,Fruity",Online,TikTok,iOS,25.3,3,0.55,True,10,0.49,Strawberry Cream,Spicy,18.6,2,6.7,6.2,Energetic,False,0.21,False,False,40,Rising,Quit,AE,False
399,44,Male,3,3,12,0,"Beverage,Fruity",Online,Website,iOS,14.1,0,0.74,False,24,0.22,Spicy Guava,Fruity,50.0,1,7.4,8.7,Energetic,True,0.46,False,False,50,Rising,Quit,PH,False
400,37,Female,3,5,1,1,Fruity,Retail,Website,Desktop,14.1,1,0.5,True,11,0.51,Spicy Guava,Fruity,10.0,1,6.4,8.5,Anxious,False,0.14,False,False,50,Rising,Quit,IN,False
401,41,Male,3,3,10,0,"Spice,Menthol",Retail,Instagram,iOS,31.8,1,0.67,True,8,0.83,Vanilla Swirl,Nutty,48.7,6,6.8,7.0,Happy,False,0.13,False,True,50,Stable,Quit,US,False
402,29,Male,4,3,11,0,Beverage,Online,Referral,iOS,13.5,0,0.55,True,6,0.85,Blueberry Muffin,Menthol,40.8,1,4.8,9.7,Happy,False,0.37,False,False,39,Stable,Reduce,PH,False
403,52,Other,5,5,14,1,Spice,Retail,TikTok,iOS,31.7,0,0.49,True,20,0.47,Peach Punch,Menthol,50.0,4,6.3,4.1,LowEnergy,False,0.44,False,True,43,Stable,Maintain,US,False
404,50,Male,5,1,8,1,Spice,Retail,Referral,iOS,29.6,2,0.55,True,11,0.57,Pineapple Freeze,Spicy,46.2,5,5.2,8.7,Energetic,False,0.04,False,False,53,Stable,Reduce,US,False
405,50,Female,2,3,8,1,"Spice,Fruity",Retail,TikTok,iOS,7.7,0,0.65,False,21,0.13,Berry Blast,Nutty,43.6,3,8.8,6.1,Energetic,False,0.06,False,True,53,Stable,Maintain,IN,True
406,54,Other,5,3,1,1,"Fruity,Dessert",Retail,Referral,Android,18.2,0,0.74,True,12,0.71,Blueberry Muffin,Fruity,10.0,6,8.1,6.3,Anxious,False,0.67,False,False,47,Declining,Maintain,PH,False
407,29,Male,5,4,9,0,Tobacco,Online,TikTok,iOS,36.9,1,0.56,True,16,0.46,Tobacco Twist,Spicy,50.0,2,5.7,5.8,Energetic,False,0.38,False,False,50,Stable,Reduce,AE,True
408,20,Male,3,5,2,0,"Beverage,Tobacco",Online,Instagram,Desktop,15.2,2,0.42,True,18,0.5,Peach Punch,Spicy,10.3,2,6.3,4.3,Energetic,False,0.51,True,False,47,Declining,Reduce,AE,False
409,18,Male,3,2,12,0,Fruity,Retail,Referral,iOS,20.4,0,0.75,False,13,0.89,Strawberry Cream,Sweet,38.2,5,6.3,7.4,Energetic,False,0.24,False,True,49,Stable,Reduce,AE,True
410,50,Female,2,1,9,1,"Tobacco,Fruity",Online,Instagram,Android,29.6,1,0.47,False,22,0.52,Mint Chill,Nutty,27.9,1,9.0,4.6,LowEnergy,False,0.39,False,True,60,Stable,Maintain,US,False
411,27,Female,1,1,1,1,"Fruity,Beverage,Dessert",Retail,TikTok,Desktop,32.8,0,0.64,False,3,0.12,Peach Punch,Spicy,10.0,1,7.0,5.6,Energetic,False,0.27,False,False,51,Declining,Reduce,SG,False
412,46,Female,2,5,12,0,"Beverage,Dessert",Retail,Referral,Android,22.5,2,0.6,False,15,0.3,Tobacco Twist,Fruity,50.0,2,6.0,5.7,Anxious,False,0.04,False,False,53,Rising,Quit,IN,True
